user_id,segment,strategy,n_sent,n_opens,n_clicks,journey_length,avg_time_between_events_hours,recency_days,dominant_channel,first_channel,last_channel,converted,dropped_off
U05775,loyal_customer,trigger,6,2,1,9,28.0238,2.7898,social,social,social,0,1
U05776,new_cold_customer,trigger,3,1,0,4,14.8988,7.554,social,social,social,0,1
U05777,low_engagement,hybrid,4,1,0,5,30.517,9.0826,social,ad,social,0,1
U05778,new_cold_customer,fixed,5,2,2,9,27.899,4.0978,social,social,ad,0,1
U05779,low_engagement,fixed,3,1,0,4,76.6881,5.1817,social,social,social,0,1
U05780,high_intent,trigger,6,3,2,12,23.0908,1.0806,social,social,social,1,0
U05781,low_engagement,hybrid,4,0,0,4,64.9246,4.3757,social,social,social,0,0
U05782,new_cold_customer,trigger,3,1,0,4,57.4373,5.0605,social,social,social,0,1
U05783,new_cold_customer,fixed,4,2,0,6,23.3915,5.4474,social,social,social,0,1
U05784,high_intent,fixed,6,5,1,12,23.9478,3.62,social,social,social,0,1
U05785,new_cold_customer,fixed,2,1,0,3,49.6033,5.209,social,email,social,0,1
U05786,new_cold_customer,fixed,3,1,1,5,35.0343,1.2278,social,social,email,0,1
U05787,new_cold_customer,hybrid,4,2,0,6,35.5499,6.8656,social,social,social,0,1
U05788,high_intent,fixed,6,5,3,15,17.8187,1.2653,social,social,email,1,0
U05789,loyal_customer,fixed,6,2,0,8,30.5419,3.4003,social,social,email,0,1
U05790,new_cold_customer,trigger,4,0,0,4,86.805,1.3778,social,social,social,0,0
U05791,new_cold_customer,trigger,4,0,0,4,51.7278,8.2326,social,social,social,0,0
U05792,high_intent,hybrid,4,3,2,11,23.5214,1.9664,social,social,social,1,0
U05793,low_engagement,trigger,4,1,0,5,53.0671,2.523,social,offer,social,0,1
U05794,loyal_customer,hybrid,5,2,0,7,45.2464,2.2266,ad,ad,email,0,1
U05795,loyal_customer,hybrid,5,3,1,10,32.3017,1.3477,social,email,social,1,0
U05796,new_cold_customer,hybrid,5,2,0,7,32.1853,5.9128,social,social,social,0,1
U05797,new_cold_customer,trigger,5,1,0,6,47.2,4.4517,social,social,social,0,1
U05798,loyal_customer,hybrid,4,4,2,12,12.968,1.2754,email,social,email,1,0
U05799,low_engagement,trigger,2,1,0,3,46.8996,6.2715,social,email,social,0,1
U05800,low_engagement,fixed,3,0,0,3,7.7727,10.6883,social,social,social,0,0
U05801,new_cold_customer,trigger,3,1,1,5,35.2417,9.0935,social,social,social,0,1
U05802,new_cold_customer,hybrid,4,2,0,6,38.3746,1.762,social,social,social,0,1
U05803,new_cold_customer,hybrid,2,1,1,4,1.5199,11.8764,social,social,social,0,1
U05804,new_cold_customer,fixed,4,2,0,6,29.5926,5.8015,social,social,social,0,1
U05805,high_intent,fixed,5,4,3,13,20.2779,3.1244,social,social,email,1,0
U05806,new_cold_customer,trigger,5,3,2,10,18.418,3.1695,social,social,social,0,1
U05807,loyal_customer,fixed,2,1,1,4,29.002,7.121,social,social,social,0,1
U05808,loyal_customer,hybrid,3,2,0,5,34.0272,6.085,social,ad,social,0,1
U05809,high_intent,hybrid,4,2,1,8,7.4302,12.1502,social,social,social,1,0
U05810,price_sensitive,hybrid,1,0,0,1,0.0,3.1233,social,social,social,0,0
U05811,loyal_customer,fixed,2,0,0,2,130.7005,4.0778,social,social,social,0,0
U05812,loyal_customer,hybrid,6,3,1,10,33.7613,1.4142,ad,social,ad,0,1
U05813,low_engagement,trigger,2,1,1,4,97.8333,1.7893,social,social,email,0,1
U05814,low_engagement,trigger,4,1,0,5,38.9288,2.5368,social,social,social,0,1
U05815,low_engagement,fixed,1,1,0,2,0.0,5.5591,social,social,social,0,1
U05816,loyal_customer,fixed,3,1,0,4,75.4071,5.5028,social,social,social,0,1
U05817,low_engagement,hybrid,2,1,0,3,21.7204,4.1894,social,social,social,0,1
U05818,new_cold_customer,fixed,4,0,0,4,69.082,3.5033,social,social,social,0,0
U05819,high_intent,hybrid,8,8,4,23,12.3746,1.0065,social,email,social,1,0
U05820,new_cold_customer,trigger,4,1,0,5,43.083,4.1278,social,social,social,0,1
U05821,price_sensitive,fixed,2,0,0,2,30.9645,4.5023,social,social,social,0,0
U05822,high_intent,fixed,3,2,0,5,19.4488,4.6829,social,social,social,0,1
U05823,new_cold_customer,trigger,3,1,0,4,20.6134,2.021,social,social,social,0,1
U05824,low_engagement,trigger,2,0,0,2,135.3734,2.8954,social,social,social,0,0
U05825,high_intent,trigger,3,2,1,6,32.8612,7.4323,social,social,social,0,1
U05826,low_engagement,trigger,2,0,0,2,44.08,12.1698,ad,ad,social,0,0
U05827,price_sensitive,trigger,1,1,0,2,0.0,3.9588,social,social,social,0,1
U05828,low_engagement,trigger,4,2,0,6,44.996,2.5245,email,ad,email,0,1
U05829,loyal_customer,hybrid,4,2,0,6,46.9128,4.4307,social,email,social,0,1
U05830,new_cold_customer,trigger,3,2,1,6,21.6029,8.5383,social,social,email,0,1
U05831,low_engagement,trigger,3,1,1,5,43.9427,1.3688,social,email,social,0,1
U05832,low_engagement,hybrid,2,0,0,2,17.3318,9.3794,social,social,social,0,0
U05833,low_engagement,trigger,2,1,0,3,15.9693,5.8325,social,social,social,0,1
U05834,new_cold_customer,fixed,3,1,0,4,61.6033,2.371,social,social,ad,0,1
U05835,price_sensitive,fixed,1,1,0,2,0.0,8.3949,offer,offer,offer,0,1
U05836,loyal_customer,hybrid,4,3,3,12,29.7917,1.0021,social,social,social,1,0
U05837,low_engagement,trigger,2,1,0,3,130.0231,3.1071,social,ad,social,0,1
U05838,loyal_customer,hybrid,6,2,2,11,29.1056,1.5077,email,email,social,1,0
U05839,price_sensitive,trigger,1,0,0,1,0.0,10.3915,social,social,social,0,0
U05840,high_intent,hybrid,7,6,4,19,11.7626,4.7248,social,social,social,1,0
U05841,low_engagement,trigger,2,0,0,2,188.5575,6.9563,email,email,social,0,0
U05842,low_engagement,fixed,3,0,0,3,159.5998,1.6592,social,social,social,0,0
U05843,low_engagement,hybrid,1,1,0,2,0.0,11.2683,social,social,social,0,1
U05844,price_sensitive,hybrid,3,0,0,3,82.061,4.6494,social,social,email,0,0
U05845,new_cold_customer,trigger,4,2,2,8,43.2663,2.231,social,social,social,0,1
U05846,high_intent,trigger,7,1,1,10,31.1195,1.4,social,email,social,1,0
U05847,loyal_customer,hybrid,2,1,0,3,65.9098,3.2733,social,ad,social,0,1
U05848,price_sensitive,hybrid,3,0,0,3,81.2502,5.4686,social,social,social,0,0
U05849,loyal_customer,hybrid,4,0,0,4,70.4446,3.9768,social,social,social,0,0
U05850,low_engagement,hybrid,2,1,1,4,33.3477,2.7861,social,social,social,0,1
U05851,low_engagement,trigger,4,1,0,5,37.7097,8.5236,social,social,ad,0,1
U05852,low_engagement,hybrid,3,0,0,3,73.0629,3.3982,social,social,social,0,0
U05853,high_intent,fixed,8,4,1,14,16.6187,1.7571,social,social,email,1,0
U05854,low_engagement,fixed,3,1,0,4,86.327,3.9883,social,social,social,0,1
U05855,loyal_customer,trigger,6,3,0,9,38.7641,1.9826,social,social,social,0,1
U05856,new_cold_customer,fixed,4,1,1,6,31.241,2.2793,social,social,social,0,1
U05857,high_intent,hybrid,5,2,1,9,22.5433,6.7983,social,email,social,1,0
U05858,new_cold_customer,hybrid,4,1,0,5,69.5077,2.1095,social,social,social,0,1
U05859,price_sensitive,fixed,3,1,0,4,54.2731,5.2675,email,email,social,0,1
U05860,high_intent,trigger,3,3,1,7,8.8731,10.5894,social,social,social,0,1
U05861,high_intent,fixed,5,2,1,8,36.842,3.1475,social,social,email,0,1
U05862,low_engagement,trigger,3,1,0,4,23.6627,1.2361,social,social,social,0,1
U05863,low_engagement,hybrid,1,1,0,2,0.0,1.6852,social,social,social,0,1
U05864,high_intent,trigger,4,1,0,5,26.8838,7.1967,social,social,social,0,1
U05865,loyal_customer,fixed,3,2,0,5,27.5328,7.708,social,social,email,0,1
U05866,loyal_customer,hybrid,3,1,0,4,101.9228,1.0009,social,email,social,0,1
U05867,price_sensitive,trigger,1,0,0,1,0.0,1.9147,email,email,email,0,0
U05868,new_cold_customer,hybrid,4,3,1,8,39.7102,2.6992,social,social,social,0,1
U05869,new_cold_customer,hybrid,5,3,1,9,31.1272,2.6643,social,social,social,0,1
U05870,high_intent,hybrid,5,4,1,10,29.5725,3.6433,social,social,social,0,1
U05871,low_engagement,hybrid,1,1,1,4,0.0,8.5386,social,social,social,1,0
U05872,loyal_customer,fixed,5,3,0,8,39.4219,1.2882,social,social,social,0,1
U05873,new_cold_customer,hybrid,5,1,1,7,32.6649,1.9118,social,offer,ad,0,1
U05874,loyal_customer,fixed,3,2,2,7,19.6227,5.7513,social,email,social,0,1
U05875,high_intent,trigger,6,4,2,14,12.4758,7.9254,social,social,email,1,0
U05876,price_sensitive,trigger,3,1,0,4,50.279,1.4105,social,social,social,0,1
U05877,low_engagement,fixed,4,2,1,7,12.4042,5.1596,social,ad,social,0,1
U05878,low_engagement,trigger,3,0,0,3,93.9128,5.6375,social,social,social,0,0
U05879,new_cold_customer,fixed,3,1,0,4,44.1609,5.2128,social,ad,social,0,1
U05880,low_engagement,hybrid,4,0,0,4,91.1512,1.4035,social,social,social,0,0
U05881,new_cold_customer,fixed,4,1,0,5,30.9721,9.8137,social,social,social,0,1
U05882,new_cold_customer,hybrid,4,3,1,8,28.5981,4.7399,social,social,social,0,1
U05883,loyal_customer,hybrid,5,4,3,12,20.7865,4.5922,social,social,social,0,1
U05884,loyal_customer,trigger,6,4,2,12,22.0079,1.7979,social,social,social,0,1
U05885,price_sensitive,hybrid,1,0,0,1,0.0,4.3426,email,email,email,0,0
U05886,loyal_customer,hybrid,5,1,1,7,41.5677,1.4283,email,social,email,0,1
U05887,loyal_customer,trigger,4,2,0,6,51.4078,4.2059,social,ad,social,0,1
U05888,new_cold_customer,hybrid,5,1,0,6,61.4869,2.0577,social,social,social,0,1
U05889,high_intent,hybrid,5,3,0,8,38.283,3.2832,social,email,social,0,1
U05890,loyal_customer,fixed,4,2,0,6,45.9371,5.0065,email,email,social,0,1
U05891,low_engagement,hybrid,1,0,0,1,0.0,7.306,social,social,social,0,0
U05892,new_cold_customer,trigger,2,0,0,2,21.7714,1.5797,ad,ad,email,0,0
U05893,loyal_customer,trigger,2,1,0,3,5.684,3.512,social,email,social,0,1
U05894,high_intent,hybrid,6,4,2,14,10.5787,3.5608,social,social,social,1,0
U05895,new_cold_customer,fixed,2,1,0,3,110.2988,4.6972,social,ad,social,0,1
U05896,loyal_customer,hybrid,2,1,1,4,24.6071,7.1848,email,email,email,0,1
U05897,low_engagement,hybrid,2,2,0,4,32.2339,6.1183,ad,ad,social,0,1
U05898,loyal_customer,trigger,5,1,1,8,15.2064,1.5204,social,social,social,1,0
U05899,low_engagement,trigger,1,0,0,1,0.0,2.282,social,social,social,0,0
U05900,loyal_customer,trigger,2,1,0,3,6.2286,2.7802,social,social,social,0,1
U05901,high_intent,fixed,5,4,1,10,17.8142,3.6607,social,social,social,0,1
U05902,low_engagement,fixed,4,0,0,4,88.7437,2.9302,email,email,ad,0,0
U05903,new_cold_customer,fixed,4,2,0,6,55.5296,1.9896,social,social,offer,0,1
U05904,loyal_customer,fixed,3,0,0,3,129.2269,1.4905,social,social,social,0,0
U05905,low_engagement,hybrid,3,1,0,4,85.967,3.9552,social,email,social,0,1
U05906,high_intent,trigger,6,3,1,11,24.4995,1.0053,social,email,social,1,0
U05907,new_cold_customer,hybrid,5,1,0,6,57.1267,2.8626,social,social,ad,0,1
U05908,new_cold_customer,trigger,2,1,0,3,59.9292,8.4568,social,social,social,0,1
U05909,low_engagement,trigger,1,1,0,2,0.0,8.9001,social,social,social,0,1
U05910,high_intent,trigger,5,3,2,10,29.5617,1.8252,email,email,email,0,1
U05911,new_cold_customer,fixed,3,0,0,3,46.2749,1.1783,social,social,social,0,0
U05912,price_sensitive,fixed,1,1,0,2,0.0,4.1839,social,social,social,0,1
U05913,low_engagement,hybrid,3,0,0,3,125.2021,1.0786,social,ad,social,0,0
U05914,new_cold_customer,trigger,3,2,1,6,50.4128,3.0687,social,social,social,0,1
U05915,low_engagement,hybrid,1,0,0,1,0.0,13.1185,social,social,social,0,0
U05916,new_cold_customer,fixed,4,2,1,7,30.6376,4.4144,social,social,social,0,1
U05917,loyal_customer,hybrid,2,0,0,2,0.5753,12.2051,social,social,social,0,0
U05918,high_intent,trigger,7,3,2,13,18.4826,5.5804,social,email,social,1,0
U05919,low_engagement,fixed,3,0,0,3,53.2874,8.1344,email,email,social,0,0
U05920,new_cold_customer,trigger,3,3,0,6,23.4621,9.6427,email,email,social,0,1
U05921,high_intent,hybrid,8,5,4,19,12.8004,3.3479,social,social,social,1,0
U05922,loyal_customer,trigger,3,0,0,3,75.1375,7.6093,social,social,social,0,0
U05923,new_cold_customer,fixed,3,2,0,5,17.8709,3.9249,email,social,email,0,1
U05924,low_engagement,hybrid,4,1,0,5,55.5643,2.7045,social,social,social,0,1
U05925,new_cold_customer,fixed,2,1,0,3,119.6991,4.8097,ad,ad,ad,0,1
U05926,low_engagement,hybrid,2,0,0,2,12.7414,1.7452,social,social,social,0,0
U05927,loyal_customer,hybrid,6,6,0,12,21.8677,3.8628,social,social,email,0,1
U05928,low_engagement,hybrid,2,1,0,3,85.6219,1.1133,ad,social,ad,0,1
U05929,low_engagement,fixed,4,1,0,5,69.8714,1.3454,ad,ad,social,0,1
U05930,new_cold_customer,fixed,4,1,1,6,48.8529,4.6936,social,email,social,0,1
U05931,loyal_customer,fixed,5,0,0,5,52.7717,3.0318,social,email,social,0,0
U05932,low_engagement,trigger,2,1,1,4,3.4871,4.3445,social,social,social,0,1
U05933,new_cold_customer,fixed,5,4,1,10,16.4423,4.5557,social,social,social,0,1
U05934,new_cold_customer,trigger,3,2,0,5,44.3302,3.7192,social,email,social,0,1
U05935,low_engagement,hybrid,1,1,0,2,0.0,9.9962,ad,ad,ad,0,1
U05936,new_cold_customer,fixed,4,0,0,4,103.5122,1.0204,social,social,social,0,0
U05937,low_engagement,fixed,3,0,0,3,52.7404,3.937,social,social,social,0,0
U05938,price_sensitive,hybrid,2,0,0,2,142.0814,7.0541,email,email,social,0,0
U05939,low_engagement,hybrid,3,1,0,4,87.5101,2.8134,email,email,email,0,1
U05940,low_engagement,fixed,1,1,0,2,0.0,13.6591,ad,ad,ad,0,1
U05941,new_cold_customer,hybrid,5,2,0,7,42.1919,1.9355,social,ad,social,0,1
U05942,new_cold_customer,fixed,4,3,1,8,41.8571,2.0364,social,social,social,0,1
U05943,low_engagement,trigger,1,0,0,1,0.0,9.8039,ad,ad,ad,0,0
U05944,new_cold_customer,hybrid,5,1,0,6,58.6588,2.2258,social,social,social,0,1
U05945,new_cold_customer,trigger,3,1,0,4,96.3124,2.9343,social,social,social,0,1
U05946,loyal_customer,fixed,6,3,1,10,10.5281,2.5863,social,email,social,0,1
U05947,low_engagement,fixed,1,1,0,2,0.0,14.7985,social,social,social,0,1
U05948,loyal_customer,fixed,3,2,0,5,21.6077,3.6114,social,social,social,0,1
U05949,loyal_customer,trigger,6,2,0,8,37.8912,1.6789,social,social,social,0,1
U05950,high_intent,trigger,8,6,3,20,15.9088,2.0137,social,social,social,1,0
U05951,high_intent,fixed,4,3,2,10,20.2664,4.0042,social,social,social,1,0
U05952,new_cold_customer,hybrid,3,2,0,5,48.1864,5.1908,social,social,social,0,1
U05953,new_cold_customer,fixed,4,2,0,6,30.0197,1.0126,social,social,social,0,1
U05954,loyal_customer,fixed,5,2,1,8,36.0457,3.7835,social,social,social,0,1
U05955,loyal_customer,hybrid,5,2,1,8,28.6925,1.2118,social,social,social,0,1
U05956,low_engagement,fixed,2,0,0,2,31.853,1.8352,social,social,social,0,0
U05957,price_sensitive,fixed,1,0,0,1,0.0,14.9085,social,social,social,0,0
U05958,low_engagement,trigger,3,0,0,3,66.6951,2.8156,social,social,ad,0,0
U05959,price_sensitive,hybrid,2,1,0,3,18.8408,6.6984,social,email,social,0,1
U05960,low_engagement,hybrid,2,0,0,2,90.2966,6.9563,email,email,social,0,0
U05961,low_engagement,fixed,2,0,0,2,242.9485,1.1292,offer,offer,social,0,0
U05962,new_cold_customer,trigger,2,0,0,2,163.9506,2.2465,social,social,email,0,0
U05963,loyal_customer,hybrid,4,3,3,12,23.1506,3.6529,social,social,social,1,0
U05964,high_intent,hybrid,8,5,4,20,11.2879,2.9626,social,social,social,1,0
U05965,low_engagement,hybrid,2,0,0,2,178.4754,4.3884,social,social,social,0,0
U05966,low_engagement,trigger,2,1,0,3,97.4264,2.7103,social,social,social,0,1
U05967,loyal_customer,hybrid,5,3,1,10,33.8826,1.8042,email,social,email,1,0
U05968,loyal_customer,fixed,5,3,1,9,23.254,5.8436,email,social,email,0,1
U05969,loyal_customer,hybrid,5,1,1,8,23.5973,1.0976,social,social,social,1,0
U05970,loyal_customer,trigger,4,3,0,7,29.1454,7.3926,social,social,social,0,1
U05971,loyal_customer,trigger,4,1,0,5,70.9449,1.1123,social,social,ad,0,1
U05972,high_intent,trigger,5,5,3,15,11.6412,4.3752,social,social,social,1,0
U05973,new_cold_customer,fixed,3,2,1,6,4.188,6.2645,social,social,email,0,1
U05974,high_intent,trigger,8,2,1,11,22.8031,4.6165,social,offer,social,0,1
U05975,new_cold_customer,hybrid,4,0,0,4,89.4066,3.0588,social,social,social,0,0
U05976,new_cold_customer,trigger,3,3,0,6,16.2048,8.9001,ad,ad,social,0,1
U05977,low_engagement,fixed,4,1,0,5,71.1171,3.1448,social,social,social,0,1
U05978,new_cold_customer,trigger,5,2,1,8,30.4742,1.9377,social,social,social,0,1
U05979,high_intent,trigger,8,4,3,16,18.4596,1.8135,social,social,social,1,0
U05980,new_cold_customer,trigger,4,0,0,4,28.709,1.4518,social,social,social,0,0
U05981,high_intent,fixed,6,3,2,12,18.7015,3.8587,email,offer,email,1,0
U05982,loyal_customer,fixed,6,3,3,12,27.7549,1.7006,social,social,email,0,1
U05983,low_engagement,fixed,2,0,0,2,200.7104,2.7974,social,social,social,0,0
U05984,new_cold_customer,hybrid,5,1,0,6,59.9792,2.1008,social,social,ad,0,1
U05985,loyal_customer,trigger,4,2,1,7,5.39,2.3685,social,social,social,0,1
U05986,new_cold_customer,fixed,2,1,0,3,12.5659,2.7385,ad,ad,social,0,1
U05987,high_intent,hybrid,5,2,1,8,41.7883,2.4956,email,email,social,0,1
U05988,low_engagement,fixed,4,2,0,6,32.6609,7.8399,email,offer,social,0,1
U05989,new_cold_customer,fixed,2,1,0,3,42.3993,3.3037,social,social,social,0,1
U05990,new_cold_customer,fixed,2,0,0,2,34.0468,3.4231,social,social,social,0,0
U05991,low_engagement,hybrid,4,1,0,5,40.8319,3.2421,social,social,email,0,1
U05992,new_cold_customer,fixed,4,0,0,4,22.2739,7.7128,social,social,social,0,0
U05993,new_cold_customer,trigger,5,2,0,7,30.0219,5.436,social,ad,social,0,1
U05994,high_intent,hybrid,5,4,1,10,12.3254,9.8787,social,social,email,0,1
U05995,loyal_customer,fixed,4,4,1,9,21.0768,5.1825,email,social,email,0,1
U05996,high_intent,trigger,4,3,1,8,36.4064,3.0504,social,social,social,0,1
U05997,new_cold_customer,fixed,3,2,0,5,25.8965,2.806,social,social,social,0,1
U05998,new_cold_customer,trigger,3,1,0,4,91.8348,1.4361,social,social,social,0,1
U05999,price_sensitive,trigger,3,2,0,5,64.335,2.2059,ad,social,email,0,1
U06000,low_engagement,trigger,1,0,0,1,0.0,12.1675,social,social,social,0,0
U06001,loyal_customer,hybrid,5,4,0,9,30.9821,1.1681,social,email,social,0,1
U06002,high_intent,hybrid,4,4,4,14,8.0871,1.944,email,email,social,1,0
U06003,new_cold_customer,trigger,4,2,1,7,46.5585,1.5425,social,social,social,0,1
U06004,new_cold_customer,fixed,4,0,0,4,11.5236,11.3569,social,social,social,0,0
U06005,price_sensitive,hybrid,1,0,0,1,0.0,9.5869,social,social,social,0,0
U06006,high_intent,fixed,8,5,0,13,26.2687,1.5351,social,social,social,0,1
U06007,new_cold_customer,trigger,5,2,1,8,34.3733,1.4742,social,social,ad,0,1
U06008,low_engagement,fixed,1,1,0,2,0.0,4.3678,social,social,social,0,1
U06009,low_engagement,hybrid,2,0,0,2,172.301,2.0949,social,social,social,0,0
U06010,low_engagement,trigger,3,0,0,3,100.2379,2.4397,social,social,social,0,0
U06011,new_cold_customer,fixed,3,1,0,4,18.7711,5.7743,social,social,social,0,1
U06012,price_sensitive,fixed,3,0,0,3,58.377,4.485,ad,ad,email,0,0
U06013,new_cold_customer,trigger,4,1,0,5,35.3084,1.6727,social,social,social,0,1
U06014,price_sensitive,trigger,2,1,0,3,29.116,2.0648,social,ad,social,0,1
U06015,low_engagement,fixed,1,0,0,1,0.0,5.5965,social,social,social,0,0
U06016,new_cold_customer,hybrid,2,0,0,2,192.5553,1.7037,ad,ad,social,0,0
U06017,new_cold_customer,fixed,3,2,0,5,47.4625,1.4769,social,social,social,0,1
U06018,new_cold_customer,fixed,5,2,0,7,23.7072,7.5848,social,social,ad,0,1
U06019,price_sensitive,trigger,1,0,0,1,0.0,9.1853,ad,ad,ad,0,0
U06020,low_engagement,fixed,2,2,0,4,21.3403,1.1539,social,social,social,0,1
U06021,price_sensitive,hybrid,2,0,0,2,108.8648,5.2563,email,email,social,0,0
U06022,low_engagement,fixed,3,1,0,4,47.8993,1.4309,social,email,social,0,1
U06023,low_engagement,hybrid,4,2,0,6,28.9767,1.123,social,social,social,0,1
U06024,new_cold_customer,fixed,5,3,0,8,32.6048,1.6569,social,social,social,0,1
U06025,new_cold_customer,fixed,3,1,0,4,24.0103,5.3312,social,social,social,0,1
U06026,low_engagement,trigger,1,0,0,1,0.0,9.9174,social,social,social,0,0
U06027,low_engagement,trigger,1,1,0,2,0.0,11.3856,social,social,social,0,1
U06028,new_cold_customer,fixed,5,0,0,5,65.1687,2.4818,social,ad,social,0,0
U06029,low_engagement,fixed,1,1,0,2,0.0,6.5642,social,social,social,0,1
U06030,low_engagement,fixed,4,1,0,5,69.6856,1.2473,ad,ad,social,0,1
U06031,high_intent,trigger,6,6,2,14,19.1542,3.9143,social,email,social,0,1
U06032,low_engagement,fixed,4,1,0,5,62.8383,2.179,social,social,social,0,1
U06033,loyal_customer,trigger,4,2,2,9,22.6647,7.3605,social,email,social,1,0
U06034,price_sensitive,hybrid,1,0,0,1,0.0,1.5061,ad,ad,ad,0,0
U06035,new_cold_customer,hybrid,5,5,3,13,22.9633,3.0613,social,email,social,0,1
U06036,new_cold_customer,fixed,4,3,1,8,18.839,5.5503,social,social,social,0,1
U06037,new_cold_customer,fixed,4,3,1,8,22.5768,7.3383,social,social,social,0,1
U06038,low_engagement,fixed,2,0,0,2,193.771,5.1547,social,social,social,0,0
U06039,new_cold_customer,fixed,2,1,1,5,17.4877,10.1203,social,social,social,1,0
U06040,new_cold_customer,fixed,5,1,0,6,47.1571,4.1335,social,social,social,0,1
U06041,price_sensitive,trigger,2,1,0,3,50.0205,7.7393,social,email,social,0,1
U06042,low_engagement,trigger,4,1,0,5,66.5833,3.8614,social,email,social,0,1
U06043,new_cold_customer,hybrid,3,1,1,5,39.04,2.7783,social,social,social,0,1
U06044,low_engagement,trigger,2,2,1,5,70.3363,1.751,social,social,social,0,1
U06045,new_cold_customer,hybrid,4,3,1,8,15.7093,8.091,social,social,social,0,1
U06046,new_cold_customer,trigger,2,1,0,3,41.5251,11.32,social,social,ad,0,1
U06047,loyal_customer,fixed,5,1,1,7,30.4985,2.2743,social,social,social,0,1
U06048,new_cold_customer,hybrid,5,1,0,6,53.8957,2.2146,social,social,social,0,1
U06049,new_cold_customer,fixed,3,0,0,3,63.4863,2.2682,social,social,social,0,0
U06050,new_cold_customer,trigger,5,2,0,7,34.9325,5.8865,social,social,social,0,1
U06051,new_cold_customer,trigger,2,1,0,3,75.1502,4.4372,social,social,social,0,1
U06052,new_cold_customer,trigger,4,4,2,10,23.7778,1.2264,social,social,social,0,1
U06053,loyal_customer,trigger,4,1,1,6,35.5122,6.1752,social,social,email,0,1
U06054,high_intent,fixed,4,4,3,12,22.581,1.5071,social,social,social,1,0
U06055,new_cold_customer,hybrid,4,0,0,4,57.2473,2.6006,social,social,social,0,0
U06056,new_cold_customer,fixed,4,1,0,5,23.597,10.1503,social,social,social,0,1
U06057,loyal_customer,hybrid,5,3,1,9,25.9193,2.7581,social,social,social,0,1
U06058,new_cold_customer,fixed,4,1,0,5,35.1453,4.5087,social,email,social,0,1
U06059,loyal_customer,hybrid,3,1,0,4,63.2935,3.9703,email,email,email,0,1
U06060,low_engagement,hybrid,3,0,0,3,78.6058,1.6991,ad,ad,email,0,0
U06061,high_intent,hybrid,8,6,5,23,12.052,2.5685,social,offer,social,1,0
U06062,new_cold_customer,fixed,2,1,0,3,25.1681,12.1428,email,ad,email,0,1
U06063,low_engagement,trigger,2,1,0,3,20.6988,3.4928,social,social,social,0,1
U06064,high_intent,hybrid,8,7,4,20,14.5588,2.2382,email,offer,email,1,0
U06065,low_engagement,trigger,4,1,0,5,62.1307,2.6671,social,social,ad,0,1
U06066,new_cold_customer,trigger,4,3,1,8,30.0972,4.5888,social,ad,social,0,1
U06067,new_cold_customer,fixed,3,2,1,6,34.4972,3.5081,social,email,social,0,1
U06068,new_cold_customer,fixed,3,3,0,6,22.1089,6.0004,social,social,social,0,1
U06069,loyal_customer,trigger,5,3,1,9,37.6343,1.0545,social,social,social,0,1
U06070,low_engagement,trigger,1,0,0,1,0.0,13.3462,social,social,social,0,0
U06071,high_intent,fixed,6,5,1,13,22.0386,3.719,social,social,social,1,0
U06072,low_engagement,fixed,3,1,0,4,81.5793,2.318,social,social,email,0,1
U06073,loyal_customer,fixed,6,2,2,11,21.3809,1.0527,social,social,social,1,0
U06074,new_cold_customer,hybrid,4,0,0,4,42.094,2.3707,social,social,social,0,0
U06075,new_cold_customer,fixed,5,2,1,8,30.8413,1.9467,email,social,ad,0,1
U06076,loyal_customer,fixed,6,3,0,9,31.1765,1.6986,social,email,email,0,1
U06077,low_engagement,trigger,3,1,1,6,19.9953,4.721,social,email,social,1,0
U06078,loyal_customer,fixed,5,3,1,9,27.5406,4.4109,social,email,social,0,1
U06079,new_cold_customer,trigger,2,0,0,2,224.6565,4.9213,social,social,social,0,0
U06080,low_engagement,hybrid,4,1,1,7,45.9246,3.0613,social,social,email,1,0
U06081,new_cold_customer,trigger,3,1,0,4,40.4872,6.3885,social,social,social,0,1
U06082,high_intent,trigger,4,3,2,11,6.0567,11.6489,email,social,email,1,0
U06083,new_cold_customer,hybrid,5,1,0,6,29.7083,2.9061,social,social,social,0,1
U06084,new_cold_customer,trigger,3,3,1,7,20.5825,6.2065,social,email,social,0,1
U06085,new_cold_customer,trigger,5,2,1,8,4.6357,1.9897,social,social,ad,0,1
U06086,high_intent,fixed,7,3,3,14,19.356,2.8509,social,email,social,1,0
U06087,new_cold_customer,trigger,4,2,1,7,46.1338,2.8997,social,social,social,0,1
U06088,low_engagement,fixed,2,1,0,3,99.0914,2.7602,social,ad,social,0,1
U06089,new_cold_customer,trigger,5,1,1,7,42.4373,3.1797,social,social,email,0,1
U06090,high_intent,hybrid,5,2,1,9,28.8921,2.4129,social,social,social,1,0
U06091,loyal_customer,trigger,5,2,0,7,36.6168,3.257,social,email,social,0,1
U06092,loyal_customer,fixed,4,2,1,7,34.2769,3.2258,social,social,social,0,1
U06093,new_cold_customer,fixed,2,1,0,3,43.6165,11.1746,ad,ad,ad,0,1
U06094,loyal_customer,hybrid,4,1,1,6,47.1297,2.5304,social,social,social,0,1
U06095,loyal_customer,hybrid,2,1,0,3,64.2987,1.813,social,social,offer,0,1
U06096,high_intent,fixed,3,3,1,7,29.4484,3.7173,email,email,email,0,1
U06097,loyal_customer,trigger,3,1,1,5,60.8261,2.2361,social,ad,social,0,1
